,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
9,05-11-22,Poland,Public administration,Campaign: DDoS attacks against the websites of five Polish district courts,Disruption,DDoS,NoName057(16),Possible,
0,05-11-22,United Kingdom,Administrative / Support,DDoS attack against a website promoting London business growth and travel attractions,Disruption,DDoS,People's CyberArmy,Possible,
1,05-11-22,Russian Federation,Media,DDoS attack against a Russian media,Disruption,DDoS,KillNet,Possible,
2,04-11-22,Bulgaria,Administrative / Support,DDoS attack against the website of Bulgaria's foreign intelligence,Disruption,DDoS,KillNet,Probable,
3,04-11-22,Poland,Transportation,DDoS attack against the website of a Polish airport,Disruption,DDoS,NoName057(16),Possible,
4,04-11-22,Finland,Public administration,DDoS attack against the administrative website of an autonomous region of Finland,Disruption,DDoS,NoName057(16),Possible,
5,04-11-22,Poland,Energy,DDoS attack against a Polish state-owned power company,Disruption,DDoS,NoName057(16),Possible,
6,03-11-22,Russian Federation,Financial,Hack and leak operation against a Russian bank,Data,Hack And Leak,IT Army of Ukraine,Possible,
7,03-11-22,Poland,Manufacturing,DDoS attack against the website of a Polish manufacturer of heavy-tracked vehicles,Disruption,DDoS,People's CyberArmy,Possible,
8,03-11-22,United States,Transportation,Campaign: DDoS attacks against the websites of eight US airports,Disruption,DDoS,KillNet,Possible,
9,03-11-22,Russian Federation,Education,Hack and leak operation against a Russian online university,Data,Hack And Leak,IT Army of Ukraine,Possible,
0,03-11-22,United States,Public administration,DDoS attack against the website of a US department,Disruption,DDoS,KillNet,Possible,
1,03-11-22,Latvia,Financial,Campaign: DDoS attacks against the websites of seven Latvian credit providers,Disruption,DDoS,Anonymous Russia,Possible,
2,03-11-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian state agency,Disruption,DDoS,Anonymous Russia,Possible,
3,03-11-22,Finland,Public administration,DDoS attack against a Finnish ministry,Disruption,DDoS,NoName057(16),Possible,
4,03-11-22,Finland,Public administration,"Campaign: DDoS attacks against the website and online resources of a Finnish state-owned enterprise, producing environmental services",Disruption,DDoS,NoName057(16),Possible,
5,03-11-22,United States,Public administration,DDoS attack against US cybersecurity agency,Disruption,DDoS,KillMilk,Possible,
6,02-11-22,Norway,Manufacturing,DDoS attack against a Norwegian defence supplier,Disruption,DDoS,NoName057(16),Possible,
7,02-11-22,France,ICT,DDoS attack against the website of a cross-platform voice over IP and messaging application,Disruption,DDoS,Russian Hackers Team,Possible,
8,02-11-22,Latvia,ICT,Campaign: DDoS attacks against the websites of seven Latvian web hosting service providers.,Disruption,DDoS,Anonymous Russia,Possible,
9,02-11-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Phoenix,Possible,
0,02-11-22,Latvia,Transportation,Campaign: DDoS attacks against the websites of six Latvian taxi companies.,Disruption,DDoS,Anonymous Russia,Possible,
1,02-11-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Phoenix,Possible,
2,02-11-22,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,Phoenix,Possible,
3,02-11-22,Ukraine,Other service,DDoS attack against the website of a Ukrainian political party,Disruption,DDoS,Russian Hackers Team,Possible,
4,01-11-22,Moldova,Transportation,DDoS attack against the website of a Moldovan taxi company,Disruption,DDoS,Russian Hackers Team,Possible,
5,01-11-22,Moldova,Transportation,DDoS attack against the website of a Moldovan airport,Disruption,DDoS,Russian Hackers Team,Possible,
6,01-11-22,Poland,Transportation,Campaign: DDoS attacks against the websites of four public transport operators in Polish cities,Disruption,DDoS,Anonymous Russia,Possible,
7,01-11-22,Germany,ICT,DDoS attack against the website of a German web hosting provider,Disruption,DDoS,Anonymous Russia,Possible,
8,01-11-22,Latvia,Media,Campaign: DDoS attacks against the websites of eight Latvian news media.,Disruption,DDoS,Anonymous Russia,Possible,
9,01-11-22,Poland,Media,DDoS attack against the website of a Polish TV channel,Disruption,DDoS,Anonymous Russia,Possible,
0,01-11-22,Ukraine,Media,Campaign: DDoS attacks against four Ukrainian news media,Disruption,DDoS,Anonymous Russia,Possible,
1,01-11-22,Ukraine,Trade,DDoS attacks against two Ukrainian shops,Disruption,DDoS,Anonymous Russia,Possible,
2,01-11-22,Ukraine,Transportation,Campaign: DDoS attacks against the websites of three Ukrainian cargo transportation companies,Disruption,DDoS,Anonymous Russia,Possible,
3,01-11-22,Ukraine,Professional / scientific,DDoS attack against a Ukrainian weather forecast website,Disruption,DDoS,Anonymous Russia,Possible,
4,01-11-22,Latvia,Other service,DDoS attack against a weather forecast website,Disruption,DDoS,Anonymous Russia,Possible,
5,01-11-22,Ukraine,ICT,DDoS attack against a Ukrainian online chat,Disruption,DDoS,Anonymous Russia,Possible,
6,01-11-22,Moldova,Public administration,Campaign: DDoS attacks against three Moldovan governmental websites,Disruption,DDoS,Russian Hackers Team,Possible,
7,01-11-22,Ukraine,Administrative / Support,DDoS attack against a Ukrainian online taxi catalogue,Disruption,DDoS,Anonymous Russia,Possible,
8,01-11-22,Ukraine,Administrative / Support,DDoS attack against a Ukrainian job search website,Disruption,DDoS,Anonymous Russia,Possible,
9,01-11-22,Poland,Transportation,Campaign: DDoS attacks against the websites of three Polish taxi companies,Disruption,DDoS,Anonymous Russia,Possible,
0,31-10-22,Moldova,Public administration,DDoS attack against the website of a Moldovan ministry,Disruption,DDoS,Russian Hackers Team,Possible,
1,31-10-22,United States,Financial,Attempted DDoS attack against the website of the U.S. department managing federal finances,Disruption,DDoS,KillNet,Probable,
2,31-10-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
3,31-10-22,Poland,Transportation,DDoS attack against the website of a Polish airport,Disruption,DDoS,NoName057(16),Possible,
4,31-10-22,Ukraine,Administrative / Support,Campaign: Gamaredon targeting Ukrainian organizations through Telegram,Data,Malware,Gamaredon,Probable,
5,31-10-22,Ukraine,Media,Campaign: DDoS attacks against the websites of four Ukrainian news media,Disruption,DDoS,Anonymous Russia,Possible,
6,31-10-22,Ukraine,Financial,Campaign: DDoS attacks against the websites of four Ukrainian banks,Disruption,DDoS,Anonymous Russia,Possible,
7,31-10-22,Ukraine,Trade,Campaign: DDoS attacks against the websites of two Ukrainian online car marketplaces,Disruption,DDoS,Anonymous Russia,Possible,
8,31-10-22,Ukraine,Trade,Campaign: DDoS attacks against the websites of four Ukrainian online retailers,Disruption,DDoS,Anonymous Russia,Possible,
9,31-10-22,Ukraine,ICT,DDoS attack against the website of a Ukrainian mobile operator,Disruption,DDoS,Anonymous Russia,Possible,
0,31-10-22,Lithuania,Financial,DDoS attack against a Lithuanian bank,Disruption,DDoS,NoName057(16),Possible,
1,30-10-22,Ukraine,Education,DDoS attack against the website of a Ukrainian online educational resource,Disruption,DDoS,Anonymous Russia,Possible,
2,30-10-22,Russian Federation,Energy,Hack and leak operation against a Russian energy company,Data,Hack And Leak,KelvinSecurity,Possible,
3,29-10-22,Ukraine,Health,DDoS attack against the website of a Kyiv hospital,Disruption,DDoS,Clowns,Possible,
4,29-10-22,Ukraine,Health,DDoS attack against the website of a Kyiv hospital,Disruption,DDoS,Phoenix,Possible,
5,29-10-22,Ukraine,Unknown,Ukrainian organization affected by 'Azov Ransomware' (data wiper).,Destruction,Wiper,,Probable,
6,29-10-22,Ukraine,Health,DDoS attack against the website of a Kyiv hopsital,Disruption,DDoS,Phoenix,Possible,
7,28-10-22,United Kingdom,Public administration,Alleged cyberespionage against Great Britain's former Prime Minister,Data,Cyberespionage,,Possible,
8,28-10-22,Poland,Public administration,DDoS attack against the website of the Polish Office of Competition and Consumer Protection,Disruption,DDoS,NoName057(16),Possible,
9,28-10-22,Ukraine,Public administration,DDoS attack against the official website of a Ukrainian provincial council,Disruption,DDoS,XakNet,Possible,
0,28-10-22,Poland,Energy,DDoS attack against the website of a Polish company providing natural gas transport services,Disruption,DDoS,NoName057(16),Possible,
1,28-10-22,Poland,Transportation,DDoS attack against the website of a Polish airport,Disruption,DDoS,NoName057(16),Possible,
2,26-10-22,Slovakia,Public administration,Cyberattack against the IT systems of Slovakia's parliament,Disruption,Unknown,,Probable,
3,26-10-22,Poland,Public administration,DDoS attack against the website of Poland's Senate,Disruption,DDoS,People's CyberArmy,Probable,
4,24-10-22,Poland,Energy,DDoS attack against the website of a state-owned power company in Poland,Disruption,DDoS,People's CyberArmy,Possible,
5,24-10-22,Croatia,Public administration,DDoS attack against the website of the national library of Croatia,Disruption,DDoS,Russian Hackers Team,Possible,
6,24-10-22,Russian Federation,Unknown,Cyberespionage campaign against major Russian companies,Data,Cyberespionage,,Probable,
7,23-10-22,Kazakhstan,Public administration,DDoS attack against the website of the Kazakhstan government,Disruption,DDoS,Anonymous Russia,Possible,
8,23-10-22,Poland,Financial,DDoS attack against the website of Warsaw's stock exchange,Disruption,DDoS,KillNet,Possible,
9,23-10-22,Ukraine,Transportation,Campaign: DDoS attacks against the websites of six Ukrainian taxi companies.,Disruption,DDoS,Anonymous Russia,Possible,
0,23-10-22,Kazakhstan,Public administration,DDoS attack against the website of the President of Kazakhstan,Disruption,DDoS,Anonymous Russia,Possible,
1,22-10-22,Lithuania,Public administration,DDoS attack against the website of a Lithuanian bank,Disruption,DDoS,NoName057(16),Possible,
2,22-10-22,Israel,Public administration,DDoS attack against the website of the parliament of Israel,Disruption,DDoS,XakNet,Possible,
3,22-10-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,People's CyberArmy,Possible,
4,21-10-22,Lithuania,Financial,DDoS attack against the website of a Lithuanian company providing business loans,Disruption,DDoS,NoName057(16),Possible,
5,21-10-22,Lithuania,Transportation,DDoS attack against the website of a Lithuanian logistics company.,Disruption,DDoS,NoName057(16),Possible,
6,20-10-22,Ukraine,Public administration,Campaign: Cyberattacks on Ukrainian state organizations,Unknown,Malware,UAC-0132,Confirmed,
7,19-10-22,Moldova,Public administration,DDoS attack against the website of Moldova's e-government,Disruption,DDoS,Russian Hackers Team,Possible,
8,19-10-22,France,ICT,DDoS attack against the website of a cross-platform voice over IP and messaging application,Disruption,DDoS,Anonymous Russia,Possible,
9,19-10-22,Moldova,Public administration,DDoS attack against the website of Moldova's government,Disruption,DDoS,Russian Hackers Team,Possible,
0,19-10-22,Ukraine,Energy,DDoS attack against the website of an electricity transmission system operator in Ukraine.,Disruption,DDoS,XakNet,Possible,
1,19-10-22,Ukraine,ICT,DDoS attack against the website of the online portal of a Ukrainian billing system for energy consumption,Disruption,DDoS,XakNet,Possible,
2,18-10-22,Russian Federation,Public administration,Cyberattack against Russia's Federal Tax authorities,Disruption,Unknown,IT Army of Ukraine,Possible,
3,18-10-22,United Kingdom,Public administration,DDoS attack against the website of the principal public agency for conducting criminal prosecutions in England and Wales,Disruption,DDoS,XakNet,Possible,
4,18-10-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Anonymous Russia,Possible,
5,18-10-22,Ukraine,ICT,DDoS attack against an informational Ukrainian website.,Disruption,DDoS,Anonymous Russia,Possible,
6,17-10-22,Russian Federation,ICT,Alleged cyberattack against several major Russian technology firms that provide services critical to the Russian Government’s national security systems.,Data,Unknown,,Possible,
7,17-10-22,Bulgaria,Media,DDoS attack against a Bulgarian radio,Disruption,DDoS,,Confirmed,
8,15-10-22,Estonia,Transportation,DDoS attack against the website of Estonian railways,Disruption,DDoS,NoName057(16),Possible,
9,15-10-22,Ukraine,Energy,DDoS attack against a Ukrainian electricity supply company,Disruption,DDoS,People's CyberArmy,Possible,
0,14-10-22,Bulgaria,Financial,Campaign: DDoS attack against the websites of two Bulgarian banks.,Disruption,DDoS,KillNet,Confirmed,
1,14-10-22,Bulgaria,Media,Campaign: DDoS attacks against the websites of four Bulgarian medias.,Disruption,DDoS,KillNet,Confirmed,
2,14-10-22,Bulgaria,Transportation,Campaign: DDoS attacks against the websites of four Bulgarian airports,Disruption,DDoS,KillNet,Confirmed,
3,14-10-22,Bulgaria,Administrative / Support,Campaign: DDoS attack against the website of a Bulgarian think-tank.,Disruption,DDoS,KillNet,Confirmed,
4,14-10-22,Bulgaria,ICT,Campaign: DDoS attack against the website of a Bulgarian telecommunication company.,Disruption,DDoS,KillNet,Confirmed,
5,14-10-22,Bulgaria,Public administration,Campaign: DDoS attacks against the websites of 12 Bulgarian institutions,Disruption,DDoS,KillNet,Confirmed,
6,14-10-22,Moldova,Public administration,Campaign: DDoS attacks against the websites of Moldovan institutions,Disruption,DDoS,Russian Hackers Team,Possible,
7,11-10-22,Canada,Transportation,DDoS attack against the website of a Canadian airport,Disruption,DDoS,Russian Hackers Team,Possible,
8,11-10-22,United States,Media,DDoS attack against an online forum,Disruption,DDoS,Anonymous Russia,Possible,
9,11-10-22,Canada,Transportation,DDoS attack against the website of a Canadian airport,Disruption,DDoS,Russian Hackers Team,Possible,
0,10-10-22,Russian Federation,Energy,Cyberattack against a company servicing the power grids of St Petersburg and Leningrad,Disruption,Unknown,IT Army of Ukraine,Probable,
1,10-10-22,Poland,Transportation,"Campaign: ""Prestige ransomware"" targeting Polish transportation and logistics organizations",Data,Ransomware,Sandworm,Probable,
2,10-10-22,Canada,Transportation,DDoS attack against the website of a Canadian airport,Disruption,DDoS,Russian Hackers Team,Possible,
3,10-10-22,United States,Financial,DDoS attack against a US bank,Disruption,DDoS,KillNet,Possible,
4,10-10-22,Ukraine,Transportation,"Campaign: ""Prestige ransomware"" targeting Ukrainian transportation and logistics organizations",Data,Ransomware,Sandworm,Probable,
5,09-10-22,Russian Federation,Financial,DDoS attack against a Russian bank,Disruption,DDoS,IT Army of Ukraine,Confirmed,
6,09-10-22,United States,Transportation,Campaign: DDoS attacks against the websites of US airports,Disruption,DDoS,KillNet,Probable,
7,09-10-22,Ukraine,Financial,DDoS attack against a Ukrainian bank,Disruption,DDoS,,Confirmed,
8,08-10-22,Estonia,Transportation,DDoS attack against the website of Estonian railways,Disruption,DDoS,NoName057(16),Possible,
9,08-10-22,Latvia,Health,DDoS attack against the website of Latvian electronic healthcare,Disruption,DDoS,NoName057(16),Possible,
0,07-10-22,Lithuania,Transportation,DDoS attack against the website of a Lithuanian international airport,Disruption,DDoS,NoName057(16),Possible,
1,07-10-22,Estonia,Media,Campaign: DDoS attacks against an Estonian news media,Disruption,DDoS,Anonymous Russia,Possible,
2,07-10-22,Estonia,Transportation,Campaign: DDoS attacks against two Estonian public transport ticket retailers.,Disruption,DDoS,Anonymous Russia,Possible,
3,07-10-22,Ukraine,Transportation,Cyberattack against a regional section of Ukrainian railways,Disruption,Unknown,AlTahrea,Possible,
4,07-10-22,Estonia,Financial,Campaign: DDoS attacks against four Estonian banks,Disruption,DDoS,Anonymous Russia,Possible,
5,07-10-22,Lithuania,Energy,DDoS attack against the website of a Lithuanian state-owned energy company,Disruption,DDoS,NoName057(16),Possible,
6,07-10-22,Estonia,Transportation,Campaign: DDoS attacks against eight Estonian taxi services,Disruption,DDoS,Anonymous Russia,Possible,
7,07-10-22,Ukraine,Financial,DDoS attack against a Ukrainian payment service,Disruption,DDoS,Phoenix,Possible,
8,07-10-22,Lithuania,Energy,DDoS attack against the website of the operator of the largest Lithuanian power plant,Disruption,DDoS,NoName057(16),Possible,
9,06-10-22,Russian Federation,Financial,A Russian bank repelled a DDoS attack on its infrastructure,Unknown,DDoS,,Confirmed,
0,05-10-22,Russian Federation,ICT,DDoS attack against a Russian local search company,Disruption,DDoS,IT Army of Ukraine,Confirmed,
1,05-10-22,Russian Federation,Public administration,DDoS attack against an official website of Dagestan,Disruption,DDoS,Phoenix,Possible,
2,04-10-22,United States,Public administration,Campaign: DDoS attacks against official websites of states in the USA,Disruption,DDoS,KillNet,Confirmed,
3,04-10-22,Ukraine,Public administration,DDoS attack against the website of a regional administration,Disruption,DDoS,People's CyberArmy,Possible,
4,03-10-22,Russian Federation,Trade,Campaign: DDoS attacks against Russian online drone stores,Disruption,DDoS,IT Army of Ukraine,Probable,
5,03-10-22,Romania,Administrative / Support,DDoS attack against the official website of the government of Romania,Disruption,DDoS,Anonymous Russia,Possible,
6,03-10-22,Switzerland,Professional / scientific,DDoS attack against European nuclear research organization,Disruption,DDoS,KillMilk,Possible,
7,02-10-22,Czech Republic,Manufacturing,Campaign: DDoS attacks against the websites of three Czech manufacturers,Disruption,DDoS,Anonymous Russia,Possible,
8,02-10-22,Czech Republic,Financial,Campaign: DDoS attacks against the websites of five Czech banks,Disruption,DDoS,Anonymous Russia,Possible,
9,02-10-22,Czech Republic,Trade,Campaign: DDoS attacks against the websites of two Czech online retailers.,Disruption,DDoS,Anonymous Russia,Possible,
0,02-10-22,Czech Republic,Energy,Campaign: DDoS attacks against the websites of two Czech energy companies,Disruption,DDoS,Anonymous Russia,Possible,
1,02-10-22,Czech Republic,Education,Campaign: DDoS attacks against the website of a Czech education institution,Disruption,DDoS,Anonymous Russia,Possible,
2,02-10-22,Czech Republic,ICT,Campaign: DDoS attacks against the websites of three Czech hosting service providers,Disruption,DDoS,Anonymous Russia,Possible,
3,02-10-22,United States,Public administration,DDoS attack against online resources of a US governmental agency,Disruption,DDoS,KillNet,Possible,
4,02-10-22,Czech Republic,Transportation,Campaign: DDoS attacks against the websites of four Czech airports,Disruption,DDoS,Anonymous Russia,Possible,
5,02-10-22,Czech Republic,Financial,Campaign: DDoS attacks against the websites of four Czech businesses,Disruption,DDoS,Anonymous Russia,Possible,
6,02-10-22,Czech Republic,Public administration,Campaign: DDoS attacks against the official website of the Czech Republic's government.,Disruption,DDoS,Anonymous Russia,Possible,
7,01-10-22,Czech Republic,Transportation,Campaign: DDoS attacks against the websites of three Czech taxi services,Disruption,DDoS,Anonymous Russia,Possible,
8,01-10-22,Czech Republic,Media,Campaign: DDoS attacks against the websites of four Czech news media,Disruption,DDoS,Anonymous Russia,Possible,
9,01-10-22,Russian Federation,ICT,Ransomware against a Russian software development company,Data,Ransomware,National Republican Army,Possible,
0,01-10-22,Armenia,Media,DDoS attacks against Armenian news agencies,Disruption,DDoS,Anonymous Russia,Possible,
1,01-10-22,Poland,Manufacturing,DDoS attack against a Polish mechanical plant,Disruption,DDoS,NoName057(16),Possible,
2,01-10-22,Poland,Manufacturing,DDoS attack against a Polish mechanical plant,Disruption,DDoS,NoName057(16),Possible,
3,01-10-22,Kazakhstan,Public administration,DDoS attack against the website of a Kazakhstani ministry,Disruption,DDoS,Phoenix,Possible,
4,01-10-22,Poland,Media,Campaign: DDoS attacks against Polish news agencies,Disruption,DDoS,Anonymous Russia,Possible,
5,30-09-22,Poland,Public administration,DDoS attacks against eight governmental Polish agencies,Disruption,DDoS,Anonymous Russia,Possible,
6,30-09-22,Ukraine,Manufacturing,DDoS attack against a Ukrainian factory,Disruption,DDoS,NoName057(16),Possible,
7,30-09-22,Poland,Financial,DDoS attacks against six Polish banks,Disruption,DDoS,Anonymous Russia,Possible,
8,28-09-22,United Kingdom,Nonprofit,DDoS attack against a British anti-war organization,Disruption,DDoS,Anonymous Russia,Possible,
9,28-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,People's CyberArmy,Possible,
0,25-09-22,Russian Federation,Financial,DDoS attack against a Russian company providing payment services,Disruption,DDoS,IT Army of Ukraine,Confirmed,
1,25-09-22,Belarus,Nonprofit,DDoS attack against the website of a Belarusian opposition,Disruption,DDoS,Anonymous Russia,Possible,
2,25-09-22,Belarus,Nonprofit,DDoS attack against the website of a Belarusian opposition,Disruption,DDoS,Anonymous Russia,Possible,
3,24-09-22,Ukraine,Energy,DDoS attack against a Kyiv gas company,Disruption,DDoS,People's CyberArmy,Possible,
4,24-09-22,Russian Federation,Media,Cyberattack against a satellite television provider in Novosibirsk,Disinformation,Unknown,,Possible,
5,24-09-22,Latvia,Public administration,DDoS attack against a Latvian governmental service,Disruption,DDoS,NoName057(16),Possible,
6,23-09-22,Germany,Administrative / Support,DDoS attack against the official website for German tourism.,Disruption,DDoS,Anonymous Russia,Possible,
7,23-09-22,United Kingdom,Financial,DDoS attack against a British multinational universal bank,Disruption,DDoS,Anonymous Russia,Possible,
8,23-09-22,Ukraine,Trade,DDoS attack against the website of a Ukrainian chain store,Disruption,DDoS,People's CyberArmy,Possible,
9,23-09-22,France,Financial,DDoS attack against a French international banking group,Disruption,DDoS,Anonymous Russia,Possible,
0,23-09-22,United States,Financial,DDoS attack against a bank in the USA,Disruption,DDoS,Anonymous Russia,Possible,
1,22-09-22,Ukraine,Administrative / Support,DDoS attack against a Ukrainian information website,Disruption,DDoS,Anonymous Russia,Possible,
2,22-09-22,Germany,Professional / scientific,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,
3,22-09-22,Germany,ICT,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,
4,22-09-22,Russian Federation,Financial,DDoS attack against a Russian card payment service,Disruption,DDoS,IT Army of Ukraine,Possible,
5,22-09-22,Russian Federation,Public administration,Hack and leak operation by Anonynmous,Data,Hack And Leak,Anonymous,Possible,
6,22-09-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Anonymous Russia,Possible,
7,22-09-22,Germany,Financial,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,
8,22-09-22,Germany,Administrative / Support,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,
9,21-09-22,Russian Federation,Financial,DDoS attack against Russian exchange,Disruption,DDoS,IT Army of Ukraine,Possible,
0,21-09-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Anonymous Russia,Possible,
1,20-09-22,Ukraine,Manufacturing,Hack and leak operation against a Ukrainian automobile manufacturing and service company,Data,Hack And Leak,XakNet,Possible,
2,20-09-22,Ukraine,Trade,DDoS attack against a Ukrainian real estate website,Disruption,DDoS,Anonymous Russia,Possible,
3,20-09-22,Ukraine,Construction,DDoS attack against a Ukrainian construction company,Disruption,DDoS,Anonymous Russia,Possible,
4,20-09-22,Russian Federation,Transportation,Defacement of the websites of Russian airports,Disinformation,Defacement,,Possible,
5,19-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,Anonymous Russia,Possible,
6,19-09-22,Russian Federation,Administrative / Support,DDoS attack against Russian job search website,Disruption,DDoS,IT Army of Ukraine,Possible,
7,18-09-22,Russian Federation,Administrative / Support,DDoS attack against a Russian job search website,Disruption,DDoS,IT Army of Ukraine,Confirmed,
8,18-09-22,Ukraine,Unknown,Campaign: Sandworm emulating Ukrainian telecommunication providers,Data,Malware,Sandworm,Probable,
9,17-09-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
0,17-09-22,Poland,Public administration,DDoS attack against a Polish state service.,Disruption,DDoS,NoName057(16),Possible,
1,17-09-22,Russian Federation,Civilians,DDoS attack against a civilian committee,Disruption,DDoS,People's CyberArmy,Possible,
2,17-09-22,Latvia,Public administration,DDoS attack against a Latvian state agency.,Disruption,DDoS,NoName057(16),Possible,
3,17-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian state service,Disruption,DDoS,People's CyberArmy,Possible,
4,17-09-22,Poland,Administrative / Support,DDoS attack against a Polish railway ticket website,Disruption,DDoS,NoName057(16),Possible,
5,17-09-22,Ukraine,Other service,DDoS attack against a Ukrainian restaurant,Disruption,DDoS,People's CyberArmy,Possible,
6,15-09-22,Russian Federation,Media,DDoS attack against a Russian social media,Disruption,DDoS,Anonymous Russia,Possible,
7,15-09-22,Russian Federation,Trade,Campaign: DDoS attack against Russian online stores,Disruption,DDoS,IT Army of Ukraine,Possible,
8,14-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian municipal enterprise,Disruption,DDoS,People's CyberArmy,Possible,
9,14-09-22,Ukraine,Civilians,Campaign: Gamaredon targets Ukrainian entities,Data,Malware,Gamaredon,Probable,
0,14-09-22,Ukraine,Civilians,DDoS attack against a Ukrainian scout organization,Disruption,DDoS,People's CyberArmy,Possible,
1,13-09-22,Russian Federation,Media,DDoS attack against a Russian news media,Disruption,DDoS,IT Army of Ukraine,Confirmed,
2,13-09-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian city council,Disruption,DDoS,People's CyberArmy,Possible,
3,13-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian bus station,Disruption,DDoS,People's CyberArmy,Possible,
4,13-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian taxi service,Disruption,DDoS,People's CyberArmy,Possible,
5,12-09-22,Belgium,Media,Cyberattacks against a Belgium news media,Disruption,Unknown,,Confirmed,
6,12-09-22,Russian Federation,Financial,DDoS attack against a Russian bank,Disruption,DDoS,IT Army of Ukraine,Confirmed,
7,12-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,People's CyberArmy,Possible,
8,12-09-22,Ukraine,Education,Defacement of the online resources of a Kyiv-based university.,Disinformation,Defacement,NoName057(16),Possible,
9,11-09-22,Japan,Manufacturing,DDoS attack against a Japanese multinational conglomerate corporation.,Disruption,DDoS,Phoenix,Possible,
0,11-09-22,Russian Federation,Manufacturing,DDoS attack against a Russian manufacturer of automobile mats and linings.,Disruption,DDoS,Haydamaki,Possible,
1,10-09-22,Japan,Health,DDoS attack against a Japanese hospital,Disruption,DDoS,Phoenix,Possible,
2,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese association,Disruption,DDoS,Phoenix,Possible,
3,10-09-22,Lithuania,Transportation,DDoS attack against the website of a Lithuanian airport,Disruption,DDoS,NoName057(16),Possible,
4,10-09-22,Lithuania,Financial,DDoS attack against the website of a Lithuanian bank,Disruption,DDoS,NoName057(16),Possible,
5,10-09-22,Estonia,Public administration,DDoS attack against the website of the parliament of Estonia,Disruption,DDoS,NoName057(16),Possible,
6,10-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian's national carrier of goods and passengers,Disruption,DDoS,People's CyberArmy,Possible,
7,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese federation of companies,Disruption,DDoS,Phoenix,Possible,
8,10-09-22,Germany,Media,DDoS attack against a German news agency,Disruption,DDoS,AnonymousX777Z,Possible,
9,10-09-22,Russian Federation,Trade,DDoS attack against a Russian online marketplace,Disruption,DDoS,IT Army of Ukraine,Possible,
0,10-09-22,United States,Manufacturing,DDoS attack against a US UAV manufacturer,Disruption,DDoS,Phoenix,Possible,
1,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese association,Disruption,DDoS,Phoenix,Possible,
2,09-09-22,Poland,Transportation,DDoS attack against the website of a Polish airport,Disruption,DDoS,NoName057(16),Possible,
3,09-09-22,Ukraine,Media,DDoS attack against a Ukrainian news website,Disruption,DDoS,People's CyberArmy,Possible,
4,08-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian national regulator,Disruption,DDoS,People's CyberArmy,Possible,
5,08-09-22,Ukraine,Public administration,Cyberattack against the website of the president,Disinformation,Defacement,Anonymous Russia,Possible,
6,08-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian ministry,Disruption,DDoS,People's CyberArmy,Possible,
7,07-09-22,Russian Federation,Manufacturing,DDoS attack against a Russian company servicing trucks and cars,Disruption,DDoS,Haydamaki,Possible,
8,07-09-22,Japan,Other service,DDoS attack against a Japanese online bulletin board system,Disruption,DDoS,KillNet,Possible,
9,06-09-22,Japan,Transportation,DDoS attack against Japanese metro websites,Disruption,DDoS,KillNet,Possible,
0,05-09-22,Russian Federation,Financial,DDoS attack against a Russian bank,Disruption,DDoS,IT Army of Ukraine,Possible,
1,05-09-22,Japan,Public administration,DDoS attacks against Japanese governmental services,Disruption,DDoS,KillNet,Confirmed,
2,05-09-22,Japan,Transportation,DDoS attack against a Japanese port,Disruption,DDoS,KillNet,Possible,
